Sample ID	Visit ID	Site ID	WRIA Number	WRIA	Basin	Subbasin	Stream or River	Agency	Project	Site Code	Visit Date	Date Released	Latitude	Longitude	Lab Name	Sample Code	QC Replicate Of Sample Code	Collection Count	Positions In Stream	Surface Area	Surface Area Units	Taxa Effort	Deficiency Notes	QA/QC Result	Sampling Grid Squares Counted	Total Sampling Grid Squares	Taxon Serial Number	Taxon	Quantity	Quantity Subsampling	Life Stage	Unique	Damaged	Immature	Outside Protocol	Wrong Gender	Non-B-IBI	Predator	Long Lived	Tolerant	Intolerant	Clinger	Fine Sediment Sensitivity Index	Hilsenhoff Biotic Tolerance Index	Metals Tolerance Index	Rank	Phylum	Subphylum	Superclass	Class	Subclass	Infraclass	Superorder	Order	Suborder	Infraorder	Superfamily	Family	Subfamily	Custom Subfamily	Tribe	Genus Group	Subtribe	Genus	Species Group	Subgenus	Species	Subspecies
16626	11358	3071					Tributary to Portage Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05515-013860	10/7/2020	5/14/2021	48.178060	-122.131400	Rhithron Associates, Inc.	PSS05515-013860-DCE-2020-1007-11:05		8	Reach Wide Composite	8.00	ft2	Fine			9	30	83006	Sperchon	2	2	adult	True	False	False	False	False	False	False	False	False	False	False		8		Genus	Arthropoda	Chelicerata		Arachnida	Acari		Acariformes	Trombidiformes	Prostigmata			Sperchontidae						Sperchon				
16626	11358	3071					Tributary to Portage Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05515-013860	10/7/2020	5/14/2021	48.178060	-122.131400	Rhithron Associates, Inc.	PSS05515-013860-DCE-2020-1007-11:05		8	Reach Wide Composite	8.00	ft2	Fine			9	30	95081	Crangonyx	26	26	not specified	True	False	False	False	False	False	False	False	True	False	False		4		Genus	Arthropoda	Crustacea		Malacostraca	Eumalacostraca		Peracarida	Amphipoda	Gammaridea			Crangonyctidae						Crangonyx				
16626	11358	3071					Tributary to Portage Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05515-013860	10/7/2020	5/14/2021	48.178060	-122.131400	Rhithron Associates, Inc.	PSS05515-013860-DCE-2020-1007-11:05		8	Reach Wide Composite	8.00	ft2	Fine			9	30	112314	Oreodytes	1	1	adult	True	False	False	False	False	False	True	False	False	False	False		5		Genus	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Coleoptera	Adephaga			Dytiscidae	Hydroporinae		Hydroporini			Oreodytes				
16626	11358	3071					Tributary to Portage Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05515-013860	10/7/2020	5/14/2021	48.178060	-122.131400	Rhithron Associates, Inc.	PSS05515-013860-DCE-2020-1007-11:05		8	Reach Wide Composite	8.00	ft2	Fine			9	30	114144	Narpus concolor	1	1	larva	True	False	False	False	False	False	False	True	False	False	True	5	4	1	Species	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Coleoptera	Polyphaga	Elateriformia	Byrrhoidea	Elmidae						Narpus			concolor	
16626	11358	3071					Tributary to Portage Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05515-013860	10/7/2020	5/14/2021	48.178060	-122.131400	Rhithron Associates, Inc.	PSS05515-013860-DCE-2020-1007-11:05		8	Reach Wide Composite	8.00	ft2	Fine			9	30	114177	Optioservus	29	29	adult	True	False	False	False	False	False	False	True	False	False	True		4	5	Genus	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Coleoptera	Polyphaga	Elateriformia	Byrrhoidea	Elmidae						Optioservus				
16626	11358	3071					Tributary to Portage Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05515-013860	10/7/2020	5/14/2021	48.178060	-122.131400	Rhithron Associates, Inc.	PSS05515-013860-DCE-2020-1007-11:05		8	Reach Wide Composite	8.00	ft2	Fine			9	30	114177	Optioservus	60	32	larva	False	False	False	False	False	False	False	True	False	False	True		4	5	Genus	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Coleoptera	Polyphaga	Elateriformia	Byrrhoidea	Elmidae						Optioservus				
16626	11358	3071					Tributary to Portage Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05515-013860	10/7/2020	5/14/2021	48.178060	-122.131400	Rhithron Associates, Inc.	PSS05515-013860-DCE-2020-1007-11:05		8	Reach Wide Composite	8.00	ft2	Fine			9	30	114205	Zaitzevia	1	1	larva	True	False	False	False	False	False	False	True	False	False	True		4		Genus	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Coleoptera	Polyphaga	Elateriformia	Byrrhoidea	Elmidae						Zaitzevia				
16626	11358	3071					Tributary to Portage Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05515-013860	10/7/2020	5/14/2021	48.178060	-122.131400	Rhithron Associates, Inc.	PSS05515-013860-DCE-2020-1007-11:05		8	Reach Wide Composite	8.00	ft2	Fine			9	30	136327	Hemerodromia	1	1	larva	True	False	False	False	False	False	True	False	False	False	True		6	4	Genus	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Diptera	Brachycera	Muscomorpha		Empididae	Hemerodromiinae		Hemerodromiini			Hemerodromia				
16626	11358	3071					Tributary to Portage Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05515-013860	10/7/2020	5/14/2021	48.178060	-122.131400	Rhithron Associates, Inc.	PSS05515-013860-DCE-2020-1007-11:05		8	Reach Wide Composite	8.00	ft2	Fine			9	30	136352	Neoplasta	1	1	larva	True	False	False	False	False	False	True	False	False	False	True		6		Genus	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Diptera	Brachycera	Muscomorpha		Empididae	Hemerodromiinae		Hemerodromiini			Neoplasta				
16626	11358	3071					Tributary to Portage Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05515-013860	10/7/2020	5/14/2021	48.178060	-122.131400	Rhithron Associates, Inc.	PSS05515-013860-DCE-2020-1007-11:05		8	Reach Wide Composite	8.00	ft2	Fine			9	30	127338	Ceratopogoninae	2	2	larva	True	False	False	False	False	False	True	False	False	False	False		6	4	Subfamily	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Diptera	Nematocera	Culicomorpha		Ceratopogonidae	Ceratopogoninae									
16626	11358	3071					Tributary to Portage Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05515-013860	10/7/2020	5/14/2021	48.178060	-122.131400	Rhithron Associates, Inc.	PSS05515-013860-DCE-2020-1007-11:05		8	Reach Wide Composite	8.00	ft2	Fine			9	30	129884	Constempellina	2	2	larva	True	False	False	False	False	False	False	False	False	False	True		6		Genus	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Diptera	Nematocera	Culicomorpha		Chironomidae	Chironominae		Tanytarsini			Constempellina				
16626	11358	3071					Tributary to Portage Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05515-013860	10/7/2020	5/14/2021	48.178060	-122.131400	Rhithron Associates, Inc.	PSS05515-013860-DCE-2020-1007-11:05		8	Reach Wide Composite	8.00	ft2	Fine			9	30	129890	Micropsectra	18	18	larva	True	False	False	False	False	False	False	False	False	False	False		7	1	Genus	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Diptera	Nematocera	Culicomorpha		Chironomidae	Chironominae		Tanytarsini			Micropsectra				
16626	11358	3071					Tributary to Portage Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05515-013860	10/7/2020	5/14/2021	48.178060	-122.131400	Rhithron Associates, Inc.	PSS05515-013860-DCE-2020-1007-11:05		8	Reach Wide Composite	8.00	ft2	Fine			9	30	129890	Micropsectra	2	0	pupa	False	False	False	False	False	False	False	False	False	False	False		7	1	Genus	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Diptera	Nematocera	Culicomorpha		Chironomidae	Chironominae		Tanytarsini			Micropsectra				
16626	11358	3071					Tributary to Portage Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05515-013860	10/7/2020	5/14/2021	48.178060	-122.131400	Rhithron Associates, Inc.	PSS05515-013860-DCE-2020-1007-11:05		8	Reach Wide Composite	8.00	ft2	Fine			9	30	129952	Rheotanytarsus	1	1	larva	True	False	False	False	False	False	False	False	False	False	True		6	1	Genus	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Diptera	Nematocera	Culicomorpha		Chironomidae	Chironominae		Tanytarsini			Rheotanytarsus				
16626	11358	3071					Tributary to Portage Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05515-013860	10/7/2020	5/14/2021	48.178060	-122.131400	Rhithron Associates, Inc.	PSS05515-013860-DCE-2020-1007-11:05		8	Reach Wide Composite	8.00	ft2	Fine			9	30	129969	Stempellinella	2	2	larva	True	False	False	False	False	False	False	False	False	False	False		4	0	Genus	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Diptera	Nematocera	Culicomorpha		Chironomidae	Chironominae		Tanytarsini			Stempellinella				
16626	11358	3071					Tributary to Portage Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05515-013860	10/7/2020	5/14/2021	48.178060	-122.131400	Rhithron Associates, Inc.	PSS05515-013860-DCE-2020-1007-11:05		8	Reach Wide Composite	8.00	ft2	Fine			9	30	128477	Brillia	1	1	larva	True	False	False	False	False	False	False	False	False	False	False		5	4	Genus	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Diptera	Nematocera	Culicomorpha		Chironomidae	Orthocladiinae					Brillia				
16626	11358	3071					Tributary to Portage Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05515-013860	10/7/2020	5/14/2021	48.178060	-122.131400	Rhithron Associates, Inc.	PSS05515-013860-DCE-2020-1007-11:05		8	Reach Wide Composite	8.00	ft2	Fine			9	30	128563	Corynoneura	2	2	larva	True	False	False	False	False	False	False	False	False	False	False		7	4	Genus	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Diptera	Nematocera	Culicomorpha		Chironomidae	Orthocladiinae					Corynoneura				
16626	11358	3071					Tributary to Portage Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05515-013860	10/7/2020	5/14/2021	48.178060	-122.131400	Rhithron Associates, Inc.	PSS05515-013860-DCE-2020-1007-11:05		8	Reach Wide Composite	8.00	ft2	Fine			9	30	128689	Eukiefferiella	1	1	larva	True	False	False	False	False	False	False	False	False	False	False		8	9	Genus	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Diptera	Nematocera	Culicomorpha		Chironomidae	Orthocladiinae					Eukiefferiella				
16626	11358	3071					Tributary to Portage Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05515-013860	10/7/2020	5/14/2021	48.178060	-122.131400	Rhithron Associates, Inc.	PSS05515-013860-DCE-2020-1007-11:05		8	Reach Wide Composite	8.00	ft2	Fine			9	30	128689	Eukiefferiella	1	1	pupa	False	False	False	False	False	False	False	False	False	False	False		8	9	Genus	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Diptera	Nematocera	Culicomorpha		Chironomidae	Orthocladiinae					Eukiefferiella				
16626	11358	3071					Tributary to Portage Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05515-013860	10/7/2020	5/14/2021	48.178060	-122.131400	Rhithron Associates, Inc.	PSS05515-013860-DCE-2020-1007-11:05		8	Reach Wide Composite	8.00	ft2	Fine			9	30	128978	Parametriocnemus	3	3	larva	True	False	False	False	False	False	False	False	False	False	False		5	4	Genus	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Diptera	Nematocera	Culicomorpha		Chironomidae	Orthocladiinae					Parametriocnemus				
16626	11358	3071					Tributary to Portage Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05515-013860	10/7/2020	5/14/2021	48.178060	-122.131400	Rhithron Associates, Inc.	PSS05515-013860-DCE-2020-1007-11:05		8	Reach Wide Composite	8.00	ft2	Fine			9	30	128978	Parametriocnemus	3	1	pupa	False	False	False	False	False	False	False	False	False	False	False		5	4	Genus	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Diptera	Nematocera	Culicomorpha		Chironomidae	Orthocladiinae					Parametriocnemus				
16626	11358	3071					Tributary to Portage Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05515-013860	10/7/2020	5/14/2021	48.178060	-122.131400	Rhithron Associates, Inc.	PSS05515-013860-DCE-2020-1007-11:05		8	Reach Wide Composite	8.00	ft2	Fine			9	30	129086	Rheocricotopus	6	6	larva	True	False	False	False	False	False	False	False	False	False	False		6	5	Genus	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Diptera	Nematocera	Culicomorpha		Chironomidae	Orthocladiinae					Rheocricotopus				
16626	11358	3071					Tributary to Portage Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05515-013860	10/7/2020	5/14/2021	48.178060	-122.131400	Rhithron Associates, Inc.	PSS05515-013860-DCE-2020-1007-11:05		8	Reach Wide Composite	8.00	ft2	Fine			9	30	129086	Rheocricotopus	2	0	pupa	False	False	False	False	False	False	False	False	False	False	False		6	5	Genus	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Diptera	Nematocera	Culicomorpha		Chironomidae	Orthocladiinae					Rheocricotopus				
16626	11358	3071					Tributary to Portage Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05515-013860	10/7/2020	5/14/2021	48.178060	-122.131400	Rhithron Associates, Inc.	PSS05515-013860-DCE-2020-1007-11:05		8	Reach Wide Composite	8.00	ft2	Fine			9	30	129182	Thienemanniella	3	3	larva	True	False	False	False	False	False	False	False	False	False	False		5	4	Genus	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Diptera	Nematocera	Culicomorpha		Chironomidae	Orthocladiinae					Thienemanniella				
16626	11358	3071					Tributary to Portage Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05515-013860	10/7/2020	5/14/2021	48.178060	-122.131400	Rhithron Associates, Inc.	PSS05515-013860-DCE-2020-1007-11:05		8	Reach Wide Composite	8.00	ft2	Fine			9	30	129197	Tvetenia	1	0	pupa	False	False	False	False	False	False	False	False	False	False	False		5	4	Genus	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Diptera	Nematocera	Culicomorpha		Chironomidae	Orthocladiinae					Tvetenia				
16626	11358	3071					Tributary to Portage Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05515-013860	10/7/2020	5/14/2021	48.178060	-122.131400	Rhithron Associates, Inc.	PSS05515-013860-DCE-2020-1007-11:05		8	Reach Wide Composite	8.00	ft2	Fine			9	30	-55	Tvetenia Bavarica Group	1	1	larva	True	False	False	False	False	False	False	False	False	False	False		5	4	Species Group	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Diptera	Nematocera	Culicomorpha		Chironomidae	Orthocladiinae					Tvetenia	Tvetenia Bavarica Group			
16626	11358	3071					Tributary to Portage Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05515-013860	10/7/2020	5/14/2021	48.178060	-122.131400	Rhithron Associates, Inc.	PSS05515-013860-DCE-2020-1007-11:05		8	Reach Wide Composite	8.00	ft2	Fine			9	30	128028	Brundiniella eumorpha	3	3	larva	True	False	False	False	False	False	True	False	False	False	False		7	8	Species	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Diptera	Nematocera	Culicomorpha		Chironomidae	Tanypodinae		Macropelopiini			Brundiniella			eumorpha	
16626	11358	3071					Tributary to Portage Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05515-013860	10/7/2020	5/14/2021	48.178060	-122.131400	Rhithron Associates, Inc.	PSS05515-013860-DCE-2020-1007-11:05		8	Reach Wide Composite	8.00	ft2	Fine			9	30	-54	Thienemannimyia complex	5	5	larva	True	False	True	False	False	False	True	False	False	False	False		7		Genus Group	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Diptera	Nematocera	Culicomorpha		Chironomidae	Tanypodinae		Pentaneurini	Thienemannimyia complex						
16626	11358	3071					Tributary to Portage Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05515-013860	10/7/2020	5/14/2021	48.178060	-122.131400	Rhithron Associates, Inc.	PSS05515-013860-DCE-2020-1007-11:05		8	Reach Wide Composite	8.00	ft2	Fine			9	30	121027	Dicranota	2	2	larva	True	False	False	False	False	False	True	False	False	False	False		3	2	Genus	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Diptera	Nematocera	Tipulomorpha		Tipulidae	Limoniinae		Pediciini			Dicranota				
16626	11358	3071					Tributary to Portage Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05515-013860	10/7/2020	5/14/2021	48.178060	-122.131400	Rhithron Associates, Inc.	PSS05515-013860-DCE-2020-1007-11:05		8	Reach Wide Composite	8.00	ft2	Fine			9	30	102643	Capniidae	4	4	larva	True	False	True	False	False	False	False	False	False	True	False				Family	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Plecoptera	Euholognatha			Capniidae										
16626	11358	3071					Tributary to Portage Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05515-013860	10/7/2020	5/14/2021	48.178060	-122.131400	Rhithron Associates, Inc.	PSS05515-013860-DCE-2020-1007-11:05		8	Reach Wide Composite	8.00	ft2	Fine			9	30	102909	Moselia	2	2	larva	True	False	False	False	False	False	False	False	False	False	False		0		Genus	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Plecoptera	Euholognatha			Leuctridae	Leuctrinae					Moselia				
16626	11358	3071					Tributary to Portage Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05515-013860	10/7/2020	5/14/2021	48.178060	-122.131400	Rhithron Associates, Inc.	PSS05515-013860-DCE-2020-1007-11:05		8	Reach Wide Composite	8.00	ft2	Fine			9	30	102594	Zapada cinctipes	12	12	larva	True	False	False	False	False	False	False	False	False	False	False		2	3	Species	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Plecoptera	Euholognatha			Nemouridae	Nemourinae					Zapada			cinctipes	
16626	11358	3071					Tributary to Portage Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05515-013860	10/7/2020	5/14/2021	48.178060	-122.131400	Rhithron Associates, Inc.	PSS05515-013860-DCE-2020-1007-11:05		8	Reach Wide Composite	8.00	ft2	Fine			9	30	103273	Sweltsa	19	19	larva	True	False	False	False	False	False	True	True	False	False	False		1	2	Genus	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Plecoptera	Systellognatha			Chloroperlidae	Chloroperlinae					Sweltsa				
16626	11358	3071					Tributary to Portage Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05515-013860	10/7/2020	5/14/2021	48.178060	-122.131400	Rhithron Associates, Inc.	PSS05515-013860-DCE-2020-1007-11:05		8	Reach Wide Composite	8.00	ft2	Fine			9	30	102972	Hesperoperla pacifica	1	1	larva	True	False	False	False	False	False	True	True	False	True	True	15	1		Species	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Plecoptera	Systellognatha			Perlidae	Acroneuriinae		Acroneuriini			Hesperoperla			pacifica	
16626	11358	3071					Tributary to Portage Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05515-013860	10/7/2020	5/14/2021	48.178060	-122.131400	Rhithron Associates, Inc.	PSS05515-013860-DCE-2020-1007-11:05		8	Reach Wide Composite	8.00	ft2	Fine			9	30	103102	Skwala	10	10	larva	True	False	False	False	False	False	True	False	False	False	True		2	3	Genus	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Plecoptera	Systellognatha			Perlodidae	Perlodinae		Arcynopterygini			Skwala				
16626	11358	3071					Tributary to Portage Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05515-013860	10/7/2020	5/14/2021	48.178060	-122.131400	Rhithron Associates, Inc.	PSS05515-013860-DCE-2020-1007-11:05		8	Reach Wide Composite	8.00	ft2	Fine			9	30	103149	Kogotus	2	2	larva	True	False	False	False	False	False	True	False	False	False	True	15	2		Genus	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Plecoptera	Systellognatha			Perlodidae	Perlodinae		Diploperlini			Kogotus				
16626	11358	3071					Tributary to Portage Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05515-013860	10/7/2020	5/14/2021	48.178060	-122.131400	Rhithron Associates, Inc.	PSS05515-013860-DCE-2020-1007-11:05		8	Reach Wide Composite	8.00	ft2	Fine			9	30	117159	Glossosoma	25	25	larva	True	False	False	False	False	False	False	False	False	False	True	10	0	2	Genus	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Trichoptera			Glossosomatoidea	Glossosomatidae	Glossosomatinae		Glossosomatini			Glossosoma				
16626	11358	3071					Tributary to Portage Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05515-013860	10/7/2020	5/14/2021	48.178060	-122.131400	Rhithron Associates, Inc.	PSS05515-013860-DCE-2020-1007-11:05		8	Reach Wide Composite	8.00	ft2	Fine			9	30	115453	Hydropsyche	33	33	larva	True	False	False	False	False	False	False	False	False	False	True		4	5	Genus	Arthropoda	Hexapoda		Insecta	Pterygota	Neoptera		Trichoptera			Hydropsychoidea	Hydropsychidae	Hydropsychinae					Hydropsyche				
